,Condition,Average Attention Score
650,Osteoporosis of Vertebrae,38.0
651,Progressive Multiple Sclerosis (PMS),38.0
652,Dedifferentiated Liposarcoma,38.0
653,Osteoporosis Senile,38.0
654,MZL,38.0
655,Primary Peritoneal,38.0
656,NSCLC,37.875
657,Follicular Lymphoma (FL),37.75
658,Extensive Stage Lung Small Cell Carcinoma,37.5
659,Node Positive HER2 Negative Breast Cancer,37.0
660,Peritoneal Cavity Cancer,37.0
661,Preterm Birth,37.0
662,Leber Hereditary Optic Neuropathy,37.0
663,Metastatic Non-Squamous Non-Small Cell Lung Cancer,37.0
664,Gastric Cancer,37.0
665,"Cutaneous Melanoma, Stage II",37.0
666,Immune System Diseases,37.0
667,Spinal Muscular Atrophy,36.8
668,Squamous Cell Carcinoma of the Head and Neck,36.4
669,Cholangiocarcinoma,35.77777777777778
670,Ventricular Dyssynchrony,35.0
671,SARS (Severe Acute Respiratory Syndrome),35.0
672,Short Bowel Syndrome,35.0
673,Breast Ductal Carcinoma In Situ,34.5
674,Progressive Supranuclear Palsy,34.5
675,Myelofibrosis,34.142857142857146
676,Alagille Syndrome,34.0
677,Other Squamous Cell Carcinoma (SCC) With HRAS Mutant Tumor,34.0
678,Urgent Surgery,34.0
679,Invasive Procedure,34.0
680,Papillomavirus Infections,34.0
681,B-cell Non-Hodgkin Lymphoma (NHL),34.0
682,Uterine Fibroids,34.0
683,Lung Small Cell Carcinoma,34.0
684,Squamous Cell Carcinoma Head and Neck Cancer (HNSCC),34.0
685,HRAS Mutant Tumor,34.0
686,Obstructive Hypertrophic Cardiomyopathy (oHCM),34.0
687,Refractory Generalized Myasthenia Gravis,34.0
688,Pancreatic Cancer,33.833333333333336
689,Hemophilia A,33.666666666666664
690,Gastrointestinal Stromal Tumors,33.666666666666664
691,Metastatic Colorectal Cancer,33.541666666666664
692,Metastatic Melanoma,33.5
693,Diabetic Nephropathy Type 2,33.0
694,"Antimetabolites, Antineoplastic",33.0
695,Alport Syndrome,33.0
696,Growth Hormone Deficiency,33.0
697,Endocrine Gland Neoplasms,33.0
698,Digestive System Diseases,33.0
699,Secondary Prevention,33.0
700,Invasive Candidiasis,33.0
701,Digestive System Neoplasms,33.0
702,Fungemia,33.0
703,Genetic Predisposition,33.0
704,Pancreas Cyst,33.0
705,Pancreatic Diseases,33.0
706,COVID19,33.0
707,Gemcitabine,33.0
708,Urinary Bladder Neoplasm,33.0
709,Diabetic Kidney Disease,33.0
710,Epithelial Ovarian Cancer,32.833333333333336
711,Melanoma,32.70454545454545
712,Stage IV Distal Bile Duct Cancer AJCC v8,32.0
713,Stage IIIA Distal Bile Duct Cancer AJCC v8,32.0
714,Stage IVA Gallbladder Cancer AJCC v8,32.0
715,Stage IV Gallbladder Cancer AJCC v8,32.0
716,Stage III Gallbladder Cancer AJCC v8,32.0
717,Stage III Distal Bile Duct Cancer AJCC v8,32.0
718,Myelomatosis,32.0
719,Refractory Hodgkin Lymphoma,32.0
720,"Myeloma, Plasma-Cell",32.0
721,Immunoglobulin A Nephropathy,32.0
722,Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8,32.0
723,IgA Nephropathy,32.0
724,Progression,32.0
725,Unresectable Intrahepatic Cholangiocarcinoma,32.0
726,Alpha 1-Antitrypsin Deficiency,32.0
727,"Carcinoma, Basal Cell",32.0
728,Refractory,32.0
729,Stage IVB Gallbladder Cancer AJCC v8,32.0
730,Stage IIIA Gallbladder Cancer AJCC v8,32.0
731,Relapsed Hodgkin Lymphoma,32.0
732,Stage IIIB Gallbladder Cancer AJCC v8,32.0
733,"Carcinoma, Squamous Cell of the Head and Neck",32.0
734,Unresectable Extrahepatic Bile Duct Carcinoma,32.0
735,Refractory Anemia With Excess Blasts,32.0
736,Unresectable Gallbladder Carcinoma,32.0
737,Stage IV Intrahepatic Cholangiocarcinoma AJCC v8,32.0
738,Stage IIIB Distal Bile Duct Cancer AJCC v8,32.0
739,Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8,32.0
740,Plasma Cell Myeloma,32.0
741,Acute Mixed-Phenotype Leukemia,32.0
742,Stage III Intrahepatic Cholangiocarcinoma AJCC v8,32.0
743,Coronary Heart Disease (CHD),32.0
744,Covid19,31.73913043478261
745,Triple Negative Breast Neoplasms,31.714285714285715
746,Lupus Nephritis,31.666666666666668
747,Influenza A,31.5
748,Sickle Cell Disease,31.428571428571427
749,Advanced Malignancies,31.0
750,"Osteoarthritis, Hip",31.0
751,Dementia With Lewy Bodies,31.0
752,Hypertension,31.0
753,FGFR2 Gene Fusion/Rearrangement,31.0
754,Cardiovascular Disease,31.0
755,Triple-Negative Breast Cancer,31.0
756,"Other Solid Tumors, Adult",31.0
757,FGFR2 Gene Translocation,31.0
758,High Bleeding Risk,31.0
759,Active Psoriatic Arthritis,31.0
760,PCI,31.0
761,Myelosuppression-Adult,31.0
762,Chemotherapeutic Toxicity,31.0
763,FGFR2 Gene Activation,31.0
764,Diabetes Mellitus,30.5
765,Ovarian Cancer,30.233333333333334
766,Primary Mitochondrial Myopathy,30.0
767,Systemic Mastocytosis With an Associated Hematologic Neoplasm,30.0
768,Primary IgA Nephropathy,30.0
769,Phenylketonuria,30.0
770,Gliosarcoma,30.0
771,Mast Cell Leukemia,30.0
772,Aggressive Systemic Mastocytosis,30.0
773,Aortic Valve Replacement,29.5
774,Coronavirus,29.333333333333332
775,Coronary Artery Disease,29.045454545454547
776,Parkinson's Disease (Disorder),29.0
777,Clinical Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8,29.0
778,Resectable Pancreatic Carcinoma,29.0
779,Basaloid Squamous Cell Carcinoma,29.0
780,DS Stage II Plasma Cell Myeloma,29.0
781,Papillary Squamous Cell Carcinoma,29.0
782,RET-fusion Non Small Cell Lung Cancer,29.0
783,DS Stage III Plasma Cell Myeloma,29.0
784,Non Arteritic Anterior Ischemic Optic Neuropathy,29.0
785,DS Stage I Plasma Cell Myeloma,29.0
786,Squamous Cell Carcinoma,29.0
787,Bronchial Diseases,29.0
788,Oropharyngeal Squamous Cell Carcinoma,29.0
789,Metastatic Hormone-Sensitive Prostate Cancer,29.0
790,Abdominal Aortic Aneurysm,29.0
791,Pathologic Stage I HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8,29.0
792,Thoracic Aortic Aneurysm,29.0
793,RAEB,28.5
794,HER2-positive Breast Cancer,28.5
795,Indolent Non-Hodgkin's Lymphomas,28.5
796,Nonalcoholic Steatohepatitis,28.4
797,Schizophrenia,28.375
798,Metastatic Pancreatic Cancer,28.333333333333332
799,Pathologic Stage IIB Esophageal Adenocarcinoma AJCC v8,28.0
800,Postneoadjuvant Therapy Stage IIIB Esophageal Squamous Cell Carcinoma AJCC v8,28.0
801,Clinical Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
802,Ventricular Tachycardias,28.0
803,Postneoadjuvant Therapy Stage I Esophageal Squamous Cell Carcinoma AJCC v8,28.0
804,Pathologic Stage IB Esophageal Adenocarcinoma AJCC v8,28.0
805,Postneoadjuvant Therapy Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
806,Pathologic Stage IIIB Esophageal Adenocarcinoma AJCC v8,28.0
807,Postneoadjuvant Therapy Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
808,Clinical Stage IVA Esophageal Adenocarcinoma AJCC v8,28.0
809,Postneoadjuvant Therapy Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
810,Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
811,Pathologic Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
812,Clinical Stage I Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
813,Pathologic Stage I Esophageal Adenocarcinoma AJCC v8,28.0
814,Pathologic Stage III Esophageal Adenocarcinoma AJCC v8,28.0
815,Pathologic Stage IA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
816,Pathologic Stage IB Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
817,Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
818,Thoracic Esophagus Squamous Cell Carcinoma,28.0
819,Postneoadjuvant Therapy Stage III Esophageal Adenocarcinoma AJCC v8,28.0
820,Hematological Disease,28.0
821,Clinical Stage I Esophageal Adenocarcinoma AJCC v8,28.0
822,Pathologic Stage IA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
823,Clinical Stage III Esophageal Adenocarcinoma AJCC v8,28.0
824,Postneoadjuvant Therapy Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
825,Clinical Stage IIA Esophageal Adenocarcinoma AJCC v8,28.0
826,Pathologic Stage IB Esophageal Squamous Cell Carcinoma AJCC v8,28.0
827,Pathologic Stage IC Esophageal Adenocarcinoma AJCC v8,28.0
828,Liver Cirrhosis With Acute Decompensation,28.0
829,Pathologic Stage IIIA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
830,Postneoadjuvant Therapy Stage IVA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
831,Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
832,Pathologic Stage IIIA Esophageal Adenocarcinoma AJCC v8,28.0
833,Pathologic Stage IC Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
834,Pathologic Stage IIIB Esophageal Squamous Cell Carcinoma AJCC v8,28.0
835,Pathologic Stage II Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
836,Postneoadjuvant Therapy Stage IIIA Esophageal Adenocarcinoma AJCC v8,28.0
837,Clinical Stage IIB Esophageal Adenocarcinoma AJCC v8,28.0
838,Postneoadjuvant Therapy Stage I Esophageal Adenocarcinoma AJCC v8,28.0
839,Postneoadjuvant Therapy Stage II Esophageal Squamous Cell Carcinoma AJCC v8,28.0
840,Pathologic Stage IA Esophageal Adenocarcinoma AJCC v8,28.0
841,Pathologic Stage II Esophageal Adenocarcinoma AJCC v8,28.0
842,Behçet's Syndrome,28.0
843,Postneoadjuvant Therapy Stage IVA Esophageal Adenocarcinoma AJCC v8,28.0
844,Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
845,Pathologic Stage IVA Esophageal Adenocarcinoma AJCC v8,28.0
846,Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
847,Pathologic Stage I Esophageal Squamous Cell Carcinoma AJCC v8,28.0
848,Pathologic Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
849,Pathologic Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
850,ST Elevation (STEMI) Myocardial Infarction of Anterior Wall,28.0
851,Post Polycythemia Vera Myelofibrosis,28.0
852,Pathologic Stage III Esophageal Squamous Cell Carcinoma AJCC v8,28.0
853,Postneoadjuvant Therapy Stage II Esophageal Adenocarcinoma AJCC v8,28.0
854,Clinical Stage I Esophageal Squamous Cell Carcinoma AJCC v8,28.0
855,Clinical Stage II Esophageal Squamous Cell Carcinoma AJCC v8,28.0
856,Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
857,Postneoadjuvant Therapy Stage IIIB Esophageal Adenocarcinoma AJCC v8,28.0
858,Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
859,Pathologic Stage II Esophageal Squamous Cell Carcinoma AJCC v8,28.0
860,Pathologic Stage IVA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
861,Postneoadjuvant Therapy Stage IIIA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
862,Pathologic Stage IIB Esophageal Squamous Cell Carcinoma AJCC v8,28.0
863,Postneoadjuvant Therapy Stage III Esophageal Squamous Cell Carcinoma AJCC v8,28.0
864,Clinical Stage IIB Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
865,Clinical Stage III Esophageal Squamous Cell Carcinoma AJCC v8,28.0
866,Clinical Stage IVA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
867,Pathologic Stage IIA Esophageal Adenocarcinoma AJCC v8,28.0
868,Postneoadjuvant Therapy Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
869,Cold Agglutinin Disease,28.0
870,Clinical Stage IIA Gastroesophageal Junction Adenocarcinoma AJCC v8,28.0
871,Pathologic Stage IIA Esophageal Squamous Cell Carcinoma AJCC v8,28.0
872,Post Essential Thrombocythemia Myelofibrosis,28.0
873,Clinical Stage II Esophageal Adenocarcinoma AJCC v8,28.0
874,"Genetic Diseases, Inborn",27.75
875,Non Small Cell Lung Cancer,27.63157894736842
876,Transthyretin,27.5
877,TTR,27.5
878,FAP,27.5
879,Liver Fibrosis Due to NASH,27.5
880,Desmoid,27.0
881,HER2-Positive Primary Breast Cancer,27.0
882,Residual Invasive Breast Cancer,27.0
883,Stage IIIC Lung Cancer AJCC v8,27.0
884,PI3K Gene Mutation,27.0
885,Inguinal Hernia,27.0
886,Brain Metastases From Non-small Cell Lung Cancer (NSCLC),27.0
887,Refractory Primary Central Nervous System Lymphoma,27.0
888,Refractory Hematologic Malignancy,27.0
889,Relapsed Primary Central Nervous System Lymphoma,27.0
890,Relapsed Hematologic Malignancy,27.0
891,"Liver Cirrhosis, Biliary",27.0
892,Metastatic Malignant Solid Neoplasm,27.0
893,Antiphospholipid Syndrome,27.0
894,Progressive Familial Intrahepatic Cholestasis,27.0
895,CDK Gene Mutation,27.0
896,KRAS G12C Mutation,27.0
897,Crigler-Najjar Syndrome,27.0
898,NTRK Family Gene Mutation,27.0
899,Stage I Breast Cancer,27.0
900,Stage II Breast Cancer,26.75
901,Autism Spectrum Disorder (ASD),26.666666666666668
902,Fallopian Tube Cancer,26.615384615384617
903,Gastroesophageal Junction Adenocarcinoma,26.142857142857142
904,Stage III Rectal Cancer AJCC v7,26.0
905,Rectal Adenocarcinoma,26.0
906,Non-seminomatous Germ Cell Tumor,26.0
907,Hepatocellular Carcinoma (HCC),26.0
908,Stage II Rectal Cancer AJCC v7,26.0
909,Mixed Germ Cell Tumor,26.0
910,Symptomatic Aortic Stenosis,26.0
911,Germinoma,26.0
912,Childhood Teratoma,26.0
913,Extragonadal Seminoma,26.0
914,Yolk Sac Tumor,26.0
915,Seminoma,26.0
916,Choriocarcinoma,26.0
917,Malignant Germ Cell Neoplasm,26.0
918,Teratoma,26.0
919,Germ Cell Tumor,26.0
920,Class I or II Indication for Implantation of a Single Chamber Ventricular Pacemaker According to ACC/AHA/HRS 2001 Guidelines and Any National Guidelines,26.0
921,Neuromyelitis Optica,26.0
922,Pyruvate Kinase Deficiency,25.75
923,Advanced Systemic Mastocytosis,25.5
924,Refractory Diffuse Large B-Cell Lymphoma,25.5
925,Stomach Neoplasms,25.333333333333332
926,Peritoneal Cancer,25.25
927,Non-Small Cell Lung Carcinoma,25.0
928,Large Cell Lung Carcinoma,25.0
929,Stage I Breast Cancer AJCC v7,25.0
930,Osteogenesis Imperfecta,25.0
931,Hemorrhagic Cystitis,25.0
932,Stage IIIB Non-Small Cell Lung Cancer,25.0
933,"Leukemia, Myelogenous, Chronic, Breakpoint Cluster Region-Abelson Proto-oncogene (BCR-ABL) Positive",25.0
934,Stage IIIA Non-Small Cell Lung Cancer,25.0
935,Bronchioloalveolar Carcinoma,25.0
936,Sezary Syndrome,25.0
937,Combined Hepatocellular and Cholangiocarcinoma,25.0
938,Squamous Cell Lung Carcinoma,25.0
939,Epstein-Barr Virus+ Associated Post-transplant Lymphoproliferative Disease (EBV+ PTLD),25.0
940,Adenosquamous Lung Carcinoma,25.0
941,Stage 0 Breast Cancer AJCC v6 and v7,25.0
942,Gastro-Oesophageal Cancer,25.0
943,Biliary Tract Cancer,25.0
944,Mycosis Fungoides,25.0
945,Stage II Breast Cancer AJCC v6 and v7,25.0
946,Mantle Cell Lymphoma,24.25
947,Frontotemporal Dementia,24.0
948,Venous Insufficiency,24.0
949,Hemophagocytic Lymphohistiocytosis,24.0
950,DS Stage II Multiple Myeloma,24.0
951,DS Stage III Multiple Myeloma,24.0
952,Ischaemic Stroke,24.0
953,T2D,24.0
954,DS Stage I Multiple Myeloma,24.0
955,Glucose Metabolism Disorders,24.0
956,Relapsed/Refractory Large B Cell Lymphoma,24.0
957,"Angina, Unstable",24.0
958,Chronic Hepatitis Delta,24.0
959,"Ischemic Attack, Transient",24.0
960,T2DM (Type 2 Diabetes Mellitus),24.0
961,Non-Hodgkin Lymphoma,23.666666666666668
962,Systemic Sclerosis,23.666666666666668
963,Cardiogenic Shock,23.5
964,Pancreatic Neoplasms,23.5
965,Enteric Hyperoxaluria,23.5
966,Osteoporosis,23.0
967,Invasive Breast Carcinoma,23.0
968,Dyslipidemia,23.0
969,Stage IIIB Lung Cancer AJCC v8,23.0
970,Metastatic Pancreatic Adenocarcinoma,23.0
971,Stage IIIA Breast Cancer,22.75
972,Esophageal Squamous Cell Carcinoma,22.5
973,Acute Lymphoblastic Leukemia,22.428571428571427
974,Tachycardia,22.333333333333332
975,Macular Degeneration,22.333333333333332
976,MDS,22.333333333333332
977,Giant Cell Arteritis,22.0
978,Postthrombotic Syndrome,22.0
979,Chronic Cough,22.0
980,"Carcinoma, Intraductal, Noninfiltrating",22.0
981,Advanced Angiosarcoma,22.0
982,Cervical Cancer,22.0
983,"Gastric, or Gastroesophageal Junction Adenocarcinoma",22.0
984,Atypical Hyperplasia,22.0
985,"Recurrence, Local Neoplasm",22.0
986,Skin Cancer,22.0
987,Cystic Fibrosis,21.0625
988,"Metastatic, Locally Advanced or Unresectable Soft Tissue Sarcoma",21.0
989,Myeloproliferative Disorders,21.0
990,Prostatic Neoplasms,21.0
991,Stage IB Breast Cancer,21.0
992,Granulomatosis With Polyangiitis,21.0
993,Stage IIIA Lung Cancer AJCC v8,21.0
994,"Vasomotor Symptoms Caused by Adjuvant Endocrine Therapy in Women With, or at High Risk for Developing Hormone-receptor Positive Breast Cancer",21.0
995,Urothelial Bladder Carcinoma,21.0
996,Biliary Tract Carcinoma,21.0
997,Stage IIB Lung Cancer AJCC v8,21.0
998,B-cell Acute Lymphoblastic Leukemia,21.0
999,Nonalcoholic Fatty Liver Disease,21.0
1000,Dravet Syndrome,21.0
1001,Stage IIA Lung Cancer AJCC v8,21.0
1002,Advanced Cancers,21.0
1003,Familial Amyloid Polyneuropathy,20.666666666666668
1004,Neoplasm Metastasis,20.5
1005,Solid Tumors,20.11764705882353
1006,Recurrent Head and Neck Cancer,20.0
1007,Metastatic Castrate Resistant Prostate Cancer (mCRPC),20.0
1008,Bacteremia Caused by Gram-Negative Bacteria,20.0
1009,Chronic Heart Failure With Reduced Ejection Fraction,20.0
1010,Unresectable Head and Neck Squamous Cell Carcinoma,20.0
1011,Agitation in Patients With Dementia of the Alzheimer's Type,20.0
1012,Metastatic Head and Neck Cancer,20.0
1013,Parkinson Disease,19.736842105263158
1014,Cardiac Surgery,19.5
1015,Cachexia,19.5
1016,Head and Neck Squamous Cell Carcinoma,19.5
1017,Duchenne Muscular Dystrophy,19.46153846153846
1018,FGFR2 Amplification,19.0
1019,Hormone-resistant Prostate Cancer,19.0
1020,Adenocarcinoma of the Prostate,19.0
1021,Renal Pelvis Carcinoma,19.0
1022,Focal Segmental Glomerulosclerosis,19.0
1023,Primary Peritoneal Carcinoma,19.0
1024,Urinary Bladder Carcinoma,19.0
1025,"Carcinoma, Merkel Cell",19.0
1026,Cerebral Cavernous Malformation,19.0
1027,Vaso-occlusive Pain Episode in Sickle Cell Disease,19.0
1028,Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8,19.0
1029,Pheochromocytoma/Paraganglioma,19.0
1030,"Multiple Sclerosis, Relapsing-Remitting",19.0
1031,Von Hippel-Lindau Disease,19.0
1032,Pathologic Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8,19.0
1033,HIF-2α Mutated Cancers,19.0
1034,Urethra Carcinoma,19.0
1035,"Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer",19.0
1036,Vaso-occlusive Crisis,19.0
1037,Recurrent Prostate Cancer,19.0
1038,Stage IV Prostate Cancer,19.0
1039,Pancreatic Neuroendocrine Tumor,19.0
1040,Muscle Invasive Bladder Cancer,19.0
1041,Hodgkin's Lymphoma,19.0
1042,Advanced Gastrointestinal Stromal Tumor,19.0
1043,Pleural Mesothelioma Malignant Advanced,19.0
1044,Ureter Carcinoma,19.0
1045,"Hepatitis B, Chronic",18.75
1046,Colorectal Adenocarcinoma,18.666666666666668
1047,Metastatic Urothelial Carcinoma,18.5
1048,Triple-Negative Breast Carcinoma,18.333333333333332
1049,Metastatic Non-Cutaneous Melanoma,18.0
1050,Stage IV Cutaneous Melanoma AJCC v6 and v7,18.0
1051,Spinal Muscular Atrophy Type 3,18.0
1052,Stage IV Ureter Cancer AJCC v7,18.0
1053,Neuromuscular Manifestations,18.0
1054,Stage IV Urethral Cancer AJCC v7,18.0
1055,Leigh Disease,18.0
1056,Pontocerebellar Hypoplasia Type 6 (PCH6),18.0
1057,Stage IV Bladder Urothelial Carcinoma AJCC v7,18.0
1058,Recurrent Cutaneous Melanoma,18.0
1059,Unresectable Urothelial Carcinoma,18.0
1060,Metastatic Urethral Urothelial Carcinoma,18.0
1061,Muscular Atrophy,18.0
1062,Stage IIIC Cutaneous Melanoma AJCC v7,18.0
1063,Stage IVC Mucosal Melanoma of the Head and Neck AJCC v7,18.0
1064,Lymphoproliferative Disorders,18.0
1065,Metastatic Prostate Carcinoma,18.0
1066,Allogeneic Hematopoietic Cell Transplant,18.0
1067,Stage IV Prostate Cancer AJCC v7,18.0
1068,Chronic Cutaneous Lupus Erythematosus,18.0
1069,Leigh Syndrome,18.0
1070,Stage IIIA Cutaneous Melanoma AJCC v7,18.0
1071,Anti-myostatin,18.0
1072,Stage IIIB Cutaneous Melanoma AJCC v7,18.0
1073,Metastatic Bladder Urothelial Carcinoma,18.0
1074,Recurrent Non-Cutaneous Melanoma,18.0
1075,Stage IIIA Breast Cancer AJCC v7,18.0
1076,Blastic Plasmacytoid Dendritic Cell Neoplasm,18.0
1077,Hot Flashes,18.0
1078,Mitochondrial Encephalopathy (MELAS),18.0
1079,Stage IIIC Breast Cancer AJCC v7,18.0
1080,Stem Cell Transplant Complications,18.0
1081,Low-grade Serous Ovarian Cancer,18.0
1082,Huntington's Disease,18.0
1083,Recurrent Mucosal Melanoma,18.0
1084,Low-grade Serous Fallopian Tube Cancer,18.0
1085,Stage IIA Breast Cancer AJCC v6 and v7,18.0
1086,Low-grade Serous Peritoneal Cancer,18.0
1087,Brain Tumor Adult,18.0
1088,Male Breast Carcinoma,18.0
1089,SMA,18.0
1090,Alpers Syndrome,18.0
1091,Stage III Cutaneous Melanoma AJCC v7,18.0
1092,Stage IVB Mucosal Melanoma of the Head and Neck AJCC v7,18.0
1093,Stage IV Renal Pelvis Cancer AJCC v7,18.0
1094,Subacute Cutaneous Lupus Erythematosus,18.0
1095,Solid Organ Transplant Complications,18.0
1096,Metastatic Ureter Urothelial Carcinoma,18.0
1097,Drug Resistant Epilepsy,18.0
