,Trial ID,Title,Altmetric Attention Score,Condition
108,NCT02500043,"Randomized, Double-blind, Phase 3 Study Evaluating TAS-102 Plus Best Supportive Care (BSC) Versus Placebo Plus BSC in Patients With Metastatic Gastric Cancer Refractory to Standard Treatments",584.0,Refractory Metastatic Gastric Cancer
109,NCT04710576,"AGAVE-201, A Phase 2, Open-label, Randomized, Multicenter Study to Evaluate the Efficacy, Safety and Tolerability of Axatilimab at 3 Different Doses in Patients With Recurrent or Refractory Active Chronic Graft Versus Host Disease Who Have Received at Least 2 Lines of Systemic Therapy",580.0,Chronic Graft-versus-host-disease
110,NCT04322539,A Global Multicenter Randomized Placebo-Controlled Phase 3 Trial To Compare The Efficacy And Safety Of Fruquintinib Plus Best Supportive Care To Placebo Plus Best Supportive Care In Patients With Refractory Metastatic Colorectal Cancer,578.0,Metastatic Colorectal Cancer
111,NCT04322539,A Global Multicenter Randomized Placebo-Controlled Phase 3 Trial To Compare The Efficacy And Safety Of Fruquintinib Plus Best Supportive Care To Placebo Plus Best Supportive Care In Patients With Refractory Metastatic Colorectal Cancer,578.0,Metastatic Colon Cancer
112,NCT05363046,"A Multi-center, Noninterventional Study Evaluating Variability, Reliability, and Compliance for the Parkinson's Disease Diary",572.0,Parkinson's Disease
113,NCT02039726,A Phase 3 Open-label Randomized Study of Quizartinib (AC220) Monotherapy Versus Salvage Chemotherapy in Subjects With Tyrosine Kinase 3 - Internal Tandem Duplication (FLT3-ITD) Positive Acute Myeloid Leukemia (AML) Refractory to or Relapsed After First-line Treatment With or Without Hematopoietic Stem Cell Transplantation (HSCT) Consolidation,571.0,AML
114,NCT03764618,"A Phase 3, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Study of Fostamatinib Disodium in the Treatment of Warm Antibody Autoimmune Hemolytic Anemia",570.0,Warm Antibody Autoimmune Hemolytic Anemia
115,NCT01523587,"LUX-Lung 8: A Randomized, Open-label Phase III Trial of Afatinib Versus Erlotinib in Patients With Advanced Squamous Cell Carcinoma of the Lung as Second-line Therapy Following First-line Platinum-based Chemotherapy",567.0,"Carcinoma, Non-Small-Cell Lung"
116,NCT03006068,"A Phase 3 Multicenter, Long-Term Extension Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) in Subjects With Ulcerative Colitis",566.0,Ulcerative Colitis (UC)
117,NCT05794906,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study of Darolutamide Plus Androgen Deprivation Therapy (ADT) Compared With Placebo Plus ADT in Patients With High-risk Biochemical Recurrence (BCR) of Prostate Cancer",565.0,Biochemically Recurrent Prostate Cancer
118,NCT03761849,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase III Clinical Study to Evaluate the Efficacy and Safety of Intrathecally Administered RO7234292 (RG6042) in Patients With Manifest Huntington's Disease",563.0,Huntingtons Disease
119,NCT01096784,"Determination of the rhIGF-1/rhIGFBP-3 Dose, Administered as a Continuous Infusion, Required to Establish and Maintain Longitudinal Serum IGF-1 Levels Within Physiological Levels in Premature Infants, to Prevent Retinopathy of Prematurity A Phase 2, Randomized Controlled, Assessor-blind, Dose Confirming, Pharmacokinetic, Safety and Efficacy, Multicenter Study",561.0,Retinopathy of Prematurity (ROP)
120,NCT02668653,"A Phase 3, Double-Blind, Placebo-controlled Study of Quizartinib Administered in Combination With Induction and Consolidation Chemotherapy, and Administered as Continuation Therapy in Subjects 18 to 75 Years Old With Newly Diagnosed FLT3-ITD (+) Acute Myeloid Leukemia (QuANTUM First)",560.0,Acute Myeloid Leukemia
121,NCT02668653,"A Phase 3, Double-Blind, Placebo-controlled Study of Quizartinib Administered in Combination With Induction and Consolidation Chemotherapy, and Administered as Continuation Therapy in Subjects 18 to 75 Years Old With Newly Diagnosed FLT3-ITD (+) Acute Myeloid Leukemia (QuANTUM First)",560.0,Leukemia
122,NCT04398524,"A Phase II Study of Cemiplimab, an Anti-PD-1 Monoclonal Antibody, and ISA101b Vaccine in Patients With Recurrent/Metastatic HPV16 Positive Oropharyngeal Cancer Who Have Experienced Disease Progression With Prior Anti-PD-1 Therapy",559.0,Squamous Cell Carcinoma of the Oropharynx
123,NCT02003924,"PROSPER: A MULTINATIONAL, PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, EFFICACY AND SAFETY STUDY OF ENZALUTAMIDE IN PATIENTS WITH NONMETASTATIC CASTRATION-RESISTANT PROSTATE CANCER",558.0,Nonmetastatic Castration-Resistant Prostate Cancer
124,NCT02003924,"PROSPER: A MULTINATIONAL, PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, EFFICACY AND SAFETY STUDY OF ENZALUTAMIDE IN PATIENTS WITH NONMETASTATIC CASTRATION-RESISTANT PROSTATE CANCER",558.0,Prostate Cancer
125,NCT02003924,"PROSPER: A MULTINATIONAL, PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, EFFICACY AND SAFETY STUDY OF ENZALUTAMIDE IN PATIENTS WITH NONMETASTATIC CASTRATION-RESISTANT PROSTATE CANCER",558.0,Cancer of the Prostate
126,NCT02386839,Long-term Outcome of Children Enrolled in Study ROPP-2008-01 Previously Treated With rhIGF-1/rhIGFBP-3 for the Prevention of Retinopathy of Prematurity (ROP) or Who Received Standard Neonatal Care,556.0,Retinopathy of Prematurity (ROP)
127,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Advanced Malignant Solid Neoplasm
128,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Bladder Carcinoma
129,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Breast Carcinoma
130,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Cervical Carcinoma
131,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Colon Carcinoma
132,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Colorectal Carcinoma
133,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Endometrial Carcinoma
134,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Esophageal Carcinoma
135,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Gastric Carcinoma
136,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Glioma
137,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Head and Neck Carcinoma
138,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Kidney Carcinoma
139,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Liver and Intrahepatic Bile Duct Carcinoma
140,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Lung Carcinoma
141,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Lymphoma
142,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Malignant Uterine Neoplasm
143,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Melanoma
144,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Multiple Myeloma
145,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Ovarian Carcinoma
146,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Pancreatic Carcinoma
147,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Prostate Carcinoma
148,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Rectal Carcinoma
149,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Bladder Carcinoma
150,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Breast Carcinoma
151,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Cervical Carcinoma
152,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Colon Carcinoma
153,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Colorectal Carcinoma
154,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Esophageal Carcinoma
155,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Gastric Carcinoma
156,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Glioma
157,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Head and Neck Carcinoma
158,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Liver Carcinoma
159,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Lung Carcinoma
160,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Lymphoma
161,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Malignant Solid Neoplasm
162,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Melanoma
163,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Multiple Myeloma
164,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Ovarian Carcinoma
165,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Pancreatic Carcinoma
166,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Prostate Carcinoma
167,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Rectal Carcinoma
168,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Skin Carcinoma
169,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Thyroid Gland Carcinoma
170,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Recurrent Uterine Corpus Cancer
171,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Refractory Lymphoma
172,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Refractory Malignant Solid Neoplasm
173,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Refractory Multiple Myeloma
174,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Skin Carcinoma
175,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Thyroid Gland Carcinoma
176,NCT02465060,Molecular Analysis for Therapy Choice (MATCH),553.0,Uterine Corpus Cancer
177,NCT04671433,"Phase 3 Randomized, Controlled Study of AAV5-RPGR for the Treatment of X-linked Retinitis Pigmentosa Associated With Variants in the RPGR Gene",552.0,X-Linked Retinitis Pigmentosa
178,NCT03731260,"A 3-Part, Randomized, Double-Blind, Placebo-Controlled Phase 2 Study to Evaluate Safety and Efficacy of Avapritinib (BLU-285), a Selective KIT Mutation-Targeted Tyrosine Kinase Inhibitor, in Indolent and Smoldering Systemic Mastocytosis With Symptoms Inadequately Controlled With Standard Therapy",531.0,Indolent Systemic Mastocytosis
179,NCT02755597,"A Phase 3, Multicenter, Randomized, Double Blind Study of Bortezomib and Dexamethasone in Combination With Either Venetoclax or Placebo in Subjects With Relapsed or Refractory Multiple Myeloma Who Are Sensitive or Naïve to Proteasome Inhibitors",530.0,Relapsed/Refractory Multiple Myeloma
180,NCT04164901,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-Controlled Study of AG-881 in Subjects With Residual or Recurrent Grade 2 Glioma With an IDH1 or IDH2 Mutation",529.0,Grade 2 Glioma
181,NCT04164901,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-Controlled Study of AG-881 in Subjects With Residual or Recurrent Grade 2 Glioma With an IDH1 or IDH2 Mutation",529.0,Residual Glioma
182,NCT04164901,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-Controlled Study of AG-881 in Subjects With Residual or Recurrent Grade 2 Glioma With an IDH1 or IDH2 Mutation",529.0,Recurrent Glioma
183,NCT05109091,"A Randomized, Double-Blind, Placebo-Controlled Study of ATH434 in Multiple System Atrophy",527.0,Multiple System Atrophy
184,NCT01630733,"A Multinational, Randomized, Open-Label Phase III Study of Custirsen (TV-1011/OGX-011) In Combination With Docetaxel Versus Docetaxel As A Second-Line Treatment In Patients With Advanced or Metastatic (Stage IV) Non-Small Cell Lung Cancer",526.0,Non-Small Cell Lung Cancer
185,NCT02106546,"Randomized, Double-Blind, Multicenter, Phase 3 Study Comparing Veliparib Plus Carboplatin and Paclitaxel Versus Placebo Plus Carboplatin and Paclitaxel in Previously Untreated Advanced or Metastatic Squamous Non-Small Cell Lung Cancer (NSCLC)",524.0,Squamous Non-Small Cell Lung Cancer
186,NCT02943785,Edoxaban Versus Standard of Care and Their Effects on Clinical Outcomes in Patients Having Undergone Transcatheter Aortic Valve Implantation (TAVI) - in Atrial Fibrillation,521.0,Atrial Fibrillation
187,NCT02104947,A Phase III Case Series Clinical Study of the Reversal of the Anticoagulant Effects of Dabigatran by Intravenous Administration of 5.0g Idarucizumab (BI 655075) in Patients Treated Wtih Dabigatran Etexilate Who Have Uncontrolled Bleeding or Require Emergency Surgery or Procedures.RE-VERSE AD (A Study of the RE-VERSal Effects of Idarucizumab on Active Dabigatran) Trial,520.0,Hemorrhage
188,NCT05488314,A Phase 1/2 Study Evaluating the Safety and Efficacy of Amivantamab and Capmatinib Combination Therapy in Unresectable Metastatic Non-small Cell Lung Cancer,513.0,"Carcinoma, Non-Small-Cell Lung"
189,NCT03108664,"HELIX, a Double-masked Study of SYL1001 in Patients With Moderate to Severe Dry Eye",512.0,Dry Eye Disease
190,NCT01874353,"Phase III Randomised, Double Blind, Placebo Controlled Study of Olaparib Maintenance Monotherapy in Platinum Sensitive Relapsed BRCA Mutated Ovarian Cancer Patients With a Complete or Partial Response Following Platinum Based Chemotherapy",511.0,Platinum Sensitive
191,NCT01874353,"Phase III Randomised, Double Blind, Placebo Controlled Study of Olaparib Maintenance Monotherapy in Platinum Sensitive Relapsed BRCA Mutated Ovarian Cancer Patients With a Complete or Partial Response Following Platinum Based Chemotherapy",511.0,BRCA Mutated
192,NCT01874353,"Phase III Randomised, Double Blind, Placebo Controlled Study of Olaparib Maintenance Monotherapy in Platinum Sensitive Relapsed BRCA Mutated Ovarian Cancer Patients With a Complete or Partial Response Following Platinum Based Chemotherapy",511.0,Relapsed Ovarian Cancer
193,NCT01874353,"Phase III Randomised, Double Blind, Placebo Controlled Study of Olaparib Maintenance Monotherapy in Platinum Sensitive Relapsed BRCA Mutated Ovarian Cancer Patients With a Complete or Partial Response Following Platinum Based Chemotherapy",511.0,Following Complete or Partial Response to Platinum Based Chemotherapy
194,NCT02510560,"A Multi-center, Double-blind, Randomized, Three-Arm, Parallel-Group, Placebo Controlled Study to Assess the Efficacy and Safety of NTRA-2112 on Intestinal Malabsorption in Preterm Infants",511.0,Premature Birth of Newborn
195,NCT02510560,"A Multi-center, Double-blind, Randomized, Three-Arm, Parallel-Group, Placebo Controlled Study to Assess the Efficacy and Safety of NTRA-2112 on Intestinal Malabsorption in Preterm Infants",511.0,Intestinal Malabsorption
196,NCT01907100,"LUME-Meso: Double Blind, Randomised, Multicentre, Phase II/III Study of Nintedanib in Combination With Pemetrexed / Cisplatin Followed by Continuing Nintedanib Monotherapy Versus Placebo in Combination With Pemetrexed / Cisplatin Followed by Continuing Placebo Monotherapy for the Treatment of Patients With Unresectable Malignant Pleural Mesothelioma",510.0,Mesothelioma
197,NCT04320615,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia",507.0,COVID-19 Pneumonia
198,NCT04951622,"Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Nipocalimab Administered to Adults With Generalized Myasthenia Gravis",507.0,Myasthenia Gravis
199,NCT03901339,Phase 3 Study of Sacituzumab Govitecan (IMMU-132) Versus Treatment of Physician's Choice (TPC) in Subjects With Hormonal Receptor-Positive (HR+) Human Epidermal Growth Factor Receptor 2 (HER2) Negative Metastatic Breast Cancer (MBC) Who Have Failed at Least Two Prior Chemotherapy Regimens,506.0,Metastatic Breast Cancer
200,NCT03734029,"A Phase 3, Multicenter, Randomized, Open-label, Active Controlled Trial of DS-8201a, an Anti-HER2-antibody Drug Conjugate (ADC), Versus Treatment of Physician's Choice for HER2-low, Unresectable and/or Metastatic Breast Cancer Subjects",505.0,Breast Cancer
201,NCT05388669,"A Phase 3, Open-label, Randomized Study of Lazertinib With Subcutaneous Amivantamab Compared With Intravenous Amivantamab in Patients With EGFR-mutated Advanced or Metastatic Non-small Cell Lung Cancer After Progression on Osimertinib and Chemotherapy",502.0,Advanced or Metastatic Non-small Cell Lung Cancer
202,NCT02928224,"A Multicenter, Randomized, Open-label, 3-Arm Phase 3 Study of Encorafenib + Cetuximab Plus or Minus Binimetinib vs. Irinotecan/Cetuximab or Infusional 5-Fluorouracil (5-FU)/Folinic Acid (FA)/Irinotecan (FOLFIRI)/Cetuximab With a Safety Lead-in of Encorafenib + Binimetinib + Cetuximab in Patients With BRAF V600E-mutant Metastatic Colorectal Cancer",501.0,BRAF V600E-mutant Metastatic Colorectal Cancer
