,Trial ID,End Date,Condition
473,NCT04364776,2024-12-15,Lung Cancer
474,NCT04364776,2024-12-15,Lung Cancer Stage III
475,NCT04809467,2024-12-15,Chronic Lymphocytic Leukemia
476,NCT04809467,2024-12-15,Non Hodgkin Lymphoma
477,NCT05287503,2024-12-15,Parkinson Disease
478,NCT05287503,2024-12-15,GBA Gene Mutation
479,NCT06000943,2024-12-15,Aortic Valve Stenosis
480,NCT06000943,2024-12-15,Transcatheter Aortic Valve Replacement
481,NCT05724199,2024-12-12,Atopic Dermatitis
482,NCT02506153,2024-12-11,Metastatic Cutaneous Melanoma
483,NCT02506153,2024-12-11,Metastatic Mucosal Melanoma
484,NCT02506153,2024-12-11,Metastatic Non-Cutaneous Melanoma
485,NCT02506153,2024-12-11,Non-Cutaneous Melanoma
486,NCT02506153,2024-12-11,Recurrent Cutaneous Melanoma
487,NCT02506153,2024-12-11,Recurrent Mucosal Melanoma
488,NCT02506153,2024-12-11,Recurrent Non-Cutaneous Melanoma
489,NCT02506153,2024-12-11,Stage III Cutaneous Melanoma AJCC v7
490,NCT02506153,2024-12-11,Stage III Mucosal Melanoma of the Head and Neck AJCC v7
491,NCT02506153,2024-12-11,Stage IIIA Cutaneous Melanoma AJCC v7
492,NCT02506153,2024-12-11,Stage IIIB Cutaneous Melanoma AJCC v7
493,NCT02506153,2024-12-11,Stage IIIC Cutaneous Melanoma AJCC v7
494,NCT02506153,2024-12-11,Stage IV Cutaneous Melanoma AJCC v6 and v7
495,NCT02506153,2024-12-11,Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7
496,NCT02506153,2024-12-11,Stage IVB Mucosal Melanoma of the Head and Neck AJCC v7
497,NCT02506153,2024-12-11,Stage IVC Mucosal Melanoma of the Head and Neck AJCC v7
498,NCT04086264,2024-12-11,Acute Myeloid Leukemia
499,NCT04221945,2024-12-07,Uterine Cervical Neoplasms
500,NCT04187183,2024-12-04,"Osteoarthritis, Knee"
501,NCT06244316,2024-12-04,Dry Eye Disease
502,NCT01534819,2024-12-03,Aortic Aneurysm
503,NCT05351385,2024-12-03,COVID-19
504,ISRCTN13692671,2024-12-02,Health-related quality of life and survivorship in locally recurrent rectal cancer
505,NCT00996983,2024-12-01,Pain
506,NCT00996983,2024-12-01,Neuropathic Pain
507,NCT00996983,2024-12-01,Intractable Pain
508,NCT00996983,2024-12-01,Cancer
509,NCT00997009,2024-12-01,Cervical Cancer
510,NCT01193075,2024-12-01,Charcot Marie Tooth Disease
511,NCT01193088,2024-12-01,"Charcot-Marie-Tooth Disease, Type Ia (Disorder)"
512,NCT01193088,2024-12-01,HMSN
513,NCT01203085,2024-12-01,Charcot Marie Tooth Disease
514,NCT01593488,2024-12-01,Acute Lymphoblastic Leukemia
515,NCT01628211,2024-12-01,Colorectal Cancer
516,NCT01649674,2024-12-01,Patients Undergoing Elective Colonoscopy
517,NCT01651026,2024-12-01,Metastatic Colorectal Cancer
518,NCT01706120,2024-12-01,Ovarian Cancer
519,NCT01801904,2024-12-01,Metastatic Colorectal Cancer
520,NCT01915615,2024-12-01,Hypertrophic Cardiomyopathy
521,NCT02035683,2024-12-01,Non-small Cell Lung Cancer Metastatic
522,NCT02035683,2024-12-01,Non-small Cell Lung Cancer Stage IIIB
523,NCT02069509,2024-12-01,Friedreich's Ataxia
524,NCT02255435,2024-12-01,Friedreich Ataxia
525,NCT02364791,2024-12-01,Thoracic Surgery Lung
526,NCT02364791,2024-12-01,Post-operative Thoracic Air Leak
527,NCT02584478,2024-12-01,Endometrial Carcinoma
528,NCT02584478,2024-12-01,Ovarian Carcinoma
529,NCT02584478,2024-12-01,Fallopian Tube Carcinoma
530,NCT02584478,2024-12-01,Primary Peritoneal Carcinoma
531,NCT02584478,2024-12-01,Cervical Carcinoma
532,NCT02618850,2024-12-01,Colorectal Cancer Stage IV
533,NCT02829437,2024-12-01,Endometrial Stromal Tumors
534,NCT02831959,2024-12-01,Brain Metastases From Non-small Cell Lung Cancer (NSCLC)
535,NCT02841540,2024-12-01,"Leukemia, Myeloid, Acute"
536,NCT02841540,2024-12-01,Myelodysplastic Syndromes
537,NCT02841540,2024-12-01,"Leukemia, Myelomonocytic, Chronic"
538,NCT03017716,2024-12-01,Inflammatory Back Pain
539,NCT03024775,2024-12-01,Non-celiac Wheat Sensitivity
540,NCT03099681,2024-12-01,Epithelioid Sarcoma
541,NCT03190525,2024-12-01,Multiple Myeloma
542,NCT03410784,2024-12-01,Ovarian Cancer
543,NCT03451370,2024-12-01,Elderly Metastatic Colorectal Cancer Patients
544,NCT03519412,2024-12-01,Colorectal Neoplasms
545,NCT03519412,2024-12-01,Microsatellite Instability
546,NCT03555422,2024-12-01,Endometrial Cancer
547,NCT03614234,2024-12-01,Fabry Disease
548,NCT03616470,2024-12-01,Acute Myeloid Leukemia
549,NCT03626688,2024-12-01,PAH
550,NCT03626688,2024-12-01,Pulmonary Hypertension
551,NCT03626688,2024-12-01,Pulmonary Arterial Hypertension
552,NCT03626688,2024-12-01,Hypertension
553,NCT03626688,2024-12-01,Connective Tissue Diseases
554,NCT03626688,2024-12-01,Familial Primary Pulmonary Hypertension
555,NCT03626688,2024-12-01,Vascular Diseases
556,NCT03626688,2024-12-01,Cardiovascular Diseases
557,NCT03626688,2024-12-01,"Hypertension, Pulmonary"
558,NCT03626688,2024-12-01,Lung Diseases
559,NCT03626688,2024-12-01,Respiratory Tract Disease
560,NCT03659448,2024-12-01,Colorectal Neoplasms
561,NCT03673501,2024-12-01,Gastrointestinal Stromal Tumors
562,NCT03751917,2024-12-01,Acute Promyelocytic Leukemia
563,NCT03775161,2024-12-01,Heart Failure
564,NCT03778502,2024-12-01,Splanchnic Vein Thrombosis
565,NCT03778502,2024-12-01,Cerebral Vein Thrombosis
566,NCT03778502,2024-12-01,Ovarian Vein Thrombosis
567,NCT03778502,2024-12-01,Renal Vein Thrombosis
568,NCT03778502,2024-12-01,Retinal Vein Thrombosis
569,NCT03843320,2024-12-01,Aortic Valve Stenosis
570,NCT03853434,2024-12-01,Spine Metastasis
571,NCT03853434,2024-12-01,Early Goal Directed Therapy
572,NCT03853434,2024-12-01,"Embolization, Therapeutic"
573,NCT03853434,2024-12-01,Blood Loss
574,NCT03859895,2024-12-01,Paget Disease
575,NCT03866109,2024-12-01,Glioblastoma Multiforme
576,NCT03917381,2024-12-01,Solid Tumors
577,NCT03917381,2024-12-01,Non-small Cell Lung Cancer
578,NCT03917381,2024-12-01,Urothelial Carcinoma
579,NCT03917381,2024-12-01,Endometrial Carcinoma
580,NCT03917381,2024-12-01,Triple Negative Breast Cancer
581,NCT03917381,2024-12-01,Squamous Cell Carcinoma of the Head and Neck
582,NCT03917381,2024-12-01,Cervical Cancer
583,NCT03994471,2024-12-01,End Stage Renal Disease
584,NCT04062760,2024-12-01,Acute Heart Failure
585,NCT04175197,2024-12-01,Peripheral Arterial Disease
586,NCT04175197,2024-12-01,Superficial Femoral Artery Stenosis
587,NCT04175197,2024-12-01,Iliac Artery Stenosis
588,NCT04175197,2024-12-01,Arterial Occlusive Diseases
589,NCT04175197,2024-12-01,Popliteal Artery Stenosis
590,NCT04175197,2024-12-01,Critical Limb Ischemia
591,NCT04238390,2024-12-01,Bacteremia Caused by Gram-Negative Bacteria
592,NCT04352400,2024-12-01,COVID19
593,NCT04393753,2024-12-01,Merkel Cell Carcinoma
594,NCT04441814,2024-12-01,COVID 19
595,NCT04441814,2024-12-01,Inflammatory Status
596,NCT04452240,2024-12-01,Thoracic Aorta
597,NCT04452240,2024-12-01,Thoracic Aorta Aneurysm
598,NCT04452240,2024-12-01,Thoracic Aorta Abnormality
599,NCT04492371,2024-12-01,Multiple Myeloma
600,NCT04492371,2024-12-01,Covid19
601,NCT04492371,2024-12-01,Corona Virus Infection
602,NCT04559464,2024-12-01,Emphysema
603,NCT04559464,2024-12-01,COPD
604,NCT04559464,2024-12-01,Severe Emphysema
605,NCT04581187,2024-12-01,Hematologic Malignancies
606,NCT04710576,2024-12-01,Chronic Graft-versus-host-disease
607,NCT04733183,2024-12-01,Soft Tissue Sarcoma
608,NCT04781062,2024-12-01,Breast Cancer
609,NCT04893785,2024-12-01,Lung Neuroendocrine Neoplasm
610,NCT04893785,2024-12-01,GEP Neuroendocrine Tumor
611,NCT05005975,2024-12-01,EPP
612,NCT05005975,2024-12-01,XLP
613,NCT05028660,2024-12-01,Muscle-Invasive Bladder Carcinoma
614,NCT05093166,2024-12-01,Hypospadias
615,NCT05100212,2024-12-01,Retinopathy of Prematurity
616,NCT05156320,2024-12-01,Spinal Muscular Atrophy
617,NCT05156320,2024-12-01,Spinal Muscular Atrophy Type 3
618,NCT05156320,2024-12-01,Spinal Muscular Atrophy Type 2
619,NCT05156320,2024-12-01,SMA
620,NCT05156320,2024-12-01,Neuromuscular Diseases
621,NCT05156320,2024-12-01,Muscular Atrophy
622,NCT05156320,2024-12-01,Atrophy
623,NCT05156320,2024-12-01,"Muscular Atrophy, Spinal"
624,NCT05156320,2024-12-01,Neuromuscular Manifestations
625,NCT05156320,2024-12-01,Anti-myostatin
626,NCT05205330,2024-12-01,Refractory Metastatic Colorectal Cancer
627,NCT05205330,2024-12-01,Solid Tumor
628,NCT05205330,2024-12-01,Metastatic Microsatellite-stable Colorectal Cancer
629,NCT05205330,2024-12-01,Mismatch Repair Protein Proficient
630,NCT05209919,2024-12-01,Functional Tricuspid Regurgitation
631,NCT05275608,2024-12-01,"Diabetes Mellitus, Type 2"
632,NCT05275608,2024-12-01,Non-alcoholic Fatty Liver Disease
633,NCT05275608,2024-12-01,Obesity
634,NCT05275608,2024-12-01,Metabolic Syndrome
635,NCT05294978,2024-12-01,Retinal Dystrophies
636,NCT05329792,2024-12-01,BCC - Basal Cell Carcinoma
637,NCT05329792,2024-12-01,SCC - Squamous Cell Carcinoma
638,NCT05329792,2024-12-01,Merkel Cell Carcinoma
639,NCT05329792,2024-12-01,Keratoacanthoma of Skin
640,NCT05329792,2024-12-01,Malignant Adnexal Tumors of the Skin (MATS)
641,NCT05329792,2024-12-01,Tumors From Cutaneous T-cell Lymphoma (CTCL)
642,NCT05329792,2024-12-01,Kaposi Sarcoma
643,NCT05364944,2024-12-01,Acromegaly
644,NCT05364944,2024-12-01,GEP-NET
645,NCT05369975,2024-12-01,Kidney Transplantation in Highly Sensitized Patients
646,NCT05375903,2024-12-01,Non-muscle Invasive Bladder Cancer
647,NCT05375903,2024-12-01,NMIBC
648,NCT05375903,2024-12-01,Carcinoma in Situ of Bladder
649,NCT05375903,2024-12-01,Bladder Cancer
650,NCT05375903,2024-12-01,Urothelial Carcinoma Bladder
651,NCT05375903,2024-12-01,Urothelial Carcinoma Recurrent
652,NCT05393024,2024-12-01,Multiple Myeloma
653,NCT05396807,2024-12-01,Metastatic Colon Cancer
654,NCT05560646,2024-12-01,Endometriosis
655,NCT05570682,2024-12-01,"Stroke, Ischemic"
656,NCT05570682,2024-12-01,Stroke/Brain Attack
657,NCT05570682,2024-12-01,Anesthesia
658,NCT05570682,2024-12-01,Hemodynamic Instability
659,NCT05578872,2024-12-01,Melanoma (Skin)
660,NCT05578872,2024-12-01,Cutaneous Melanoma
661,NCT05578872,2024-12-01,Adult Disease
662,NCT05578872,2024-12-01,Advanced Solid Tumor
663,NCT05578872,2024-12-01,Metastatic Melanoma
664,NCT05678257,2024-12-01,Colorectal Cancer
665,NCT05678257,2024-12-01,Colorectal Neoplasms
666,NCT05678257,2024-12-01,Colorectal Adenocarcinoma
667,NCT05678257,2024-12-01,Colorectal Cancer Metastatic
668,NCT05678257,2024-12-01,"Neoplasm, Colorectal"
669,NCT05693038,2024-12-01,Brachial Plexus Injury
670,NCT05693038,2024-12-01,Nerve Compression
671,NCT05713201,2024-12-01,Coronary Disease
672,NCT05713201,2024-12-01,Coronary Artery Ectasia
673,NCT05713201,2024-12-01,Right Coronary Artery Occlusion
674,NCT05713201,2024-12-01,Right Coronary Artery Stenosis
675,NCT05713201,2024-12-01,STEMI
676,NCT05759299,2024-12-01,Airway Complication of Anesthesia
677,NCT05804188,2024-12-01,Intubation Complication
678,NCT05804188,2024-12-01,Adverse Events
679,NCT05814224,2024-12-01,Hormone Receptor Positive Breast Carcinoma
680,NCT05814224,2024-12-01,Breast Neoplasms
681,NCT05814224,2024-12-01,"Neoplasms, Breast"
682,NCT05814224,2024-12-01,Breast Diseases
683,NCT05814224,2024-12-01,Antineoplastic Agents
684,NCT05814224,2024-12-01,Aromatase Inhibitors
685,NCT05814224,2024-12-01,ESR1 Gene Mutation
686,NCT05879315,2024-12-01,Patient Fall
687,NCT05905861,2024-12-01,Cesarean Section
688,NCT05905861,2024-12-01,Intraoperative Blood Loss
689,NCT05905861,2024-12-01,Postoperative Pain
690,NCT05905861,2024-12-01,Wound Heal
691,NCT05925595,2024-12-01,The Treatment of Knee Osteoarthritis
692,NCT05936242,2024-12-01,Type 1 Diabetes
693,NCT06091488,2024-12-01,ACL
694,NCT06091488,2024-12-01,ACL Injury
695,NCT06189456,2024-12-01,Dry Eye Syndrome (DES)
696,NCT03533283,2024-11-30,Non-Hodgkins Lymphoma
697,NCT04297800,2024-11-30,Parkinson's Disease
698,NCT04360694,2024-11-30,End Stage Renal Disease on Dialysis
699,NCT04449874,2024-11-30,Non-Small Cell Lung Cancer
700,NCT04449874,2024-11-30,Colorectal Cancer
701,NCT04449874,2024-11-30,Advanced Solid Tumors
702,NCT04779320,2024-11-30,Crohn's Disease (CD)
703,NCT05096221,2024-11-30,Duchenne Muscular Dystrophy
704,NCT05418660,2024-11-30,Non-small Cell Lung Cancer
705,NCT06115928,2024-11-30,Heart Failure
706,NCT06115928,2024-11-30,Reduced Ejection Fraction
707,NCT06196463,2024-11-30,"Juvenile Idiopathic Scoliosis, Multiple Sites in Spine"
708,NCT04003636,2024-11-29,Biliary Tract Carcinoma
709,NCT03112174,2024-11-15,Mantle-Cell Lymphoma
710,NCT04704934,2024-11-15,"Gastric Cancer, Adenocarcinoma"
711,NCT04704934,2024-11-15,Gastroesophageal Junction Adenocarcinoma
712,NCT05321069,2024-11-15,Idiopathic Pulmonary Fibrosis
713,NCT05846594,2024-11-15,Metastatic Lung Cancer
714,NCT05846594,2024-11-15,Metastatic Gastrointestinal Cancer
715,NCT04933695,2024-11-14,Non-small Cell Lung Cancer
716,NCT04343053,2024-11-12,Severe Acute Respiratory Syndrome Coronavirus 2
717,NCT05825807,2024-11-12,Epilepsy
718,NCT05825807,2024-11-12,Treatment Adherence
719,NCT02927769,2024-11-10,Hodgkin Disease
720,NCT03620032,2024-11-02,Diffuse Intrinsic Pontine Glioma
721,NCT00412022,2024-11-01,Breast Cancer
722,NCT00660842,2024-11-01,Ovarian Cancer
723,NCT01061619,2024-11-01,Ovarian Cancer
724,NCT01405586,2024-11-01,Non-small Cell Lung Cancer Metastatic
725,NCT01405586,2024-11-01,Non-small Cell Lung Cancer Stage IIIB
726,NCT01656551,2024-11-01,Non-small Cell Lung Cancer Metastatic
727,NCT01656551,2024-11-01,Non-small Cell Lung Cancer Stage IIIB
728,NCT02416609,2024-11-01,Pancreatic Cancer
729,NCT02619435,2024-11-01,Advanced Colorectal Cancer
730,NCT03795298,2024-11-01,Atrial Fibrillation
731,NCT03963622,2024-11-01,ARDS
732,NCT04310176,2024-11-01,Ras-mutated Metastatic Colorectal Cancer
733,NCT04475731,2024-11-01,Philadelphia-Positive ALL
734,NCT04475731,2024-11-01,"Acute Lymphoblastic Leukemia, in Relapse"
735,NCT04619004,2024-11-01,Non-Small Cell Lung Cancer Metastatic
736,NCT04619004,2024-11-01,Non-Small Cell Lung Cancer With Mutation in Epidermal Growth Factor Receptor
737,NCT05067127,2024-11-01,C3G
738,NCT05067127,2024-11-01,IC-MPGN
739,NCT05067127,2024-11-01,C3 Glomerulopathy
740,NCT05067127,2024-11-01,C3 Glomerulonephritis
741,NCT05067127,2024-11-01,Complement 3 Glomerulopathy
742,NCT05067127,2024-11-01,Complement 3 Glomerulopathy (C3G)
743,NCT05067127,2024-11-01,Complement 3 Glomerulonephritis
744,NCT05067127,2024-11-01,Dense Deposit Disease
745,NCT05067127,2024-11-01,DDD
746,NCT05067127,2024-11-01,Membranoproliferative Glomerulonephritis
747,NCT05067127,2024-11-01,Membranoproliferative Glomerulonephritis (MPGN)
748,NCT05067127,2024-11-01,Immune Complex Membranoproliferative Glomerulonephritis (IC-MPGN)
749,NCT05109091,2024-11-01,Multiple System Atrophy
750,NCT05263999,2024-11-01,Graft Versus Host Disease
751,NCT05263999,2024-11-01,GVHD
752,NCT05263999,2024-11-01,Acute-graft-versus-host Disease
753,NCT05263999,2024-11-01,Acute GVHD
754,NCT05263999,2024-11-01,AGVHD
755,NCT05357950,2024-11-01,Amyotrophic Lateral Sclerosis
756,NCT05357950,2024-11-01,ALS
757,NCT05500742,2024-11-01,Aging
758,NCT05574062,2024-11-01,Diabetes type1
759,NCT05574062,2024-11-01,"Children, Only"
760,NCT05605678,2024-11-01,Hemophilia A
761,NCT05605678,2024-11-01,Hemophilia B
762,NCT05960383,2024-11-01,Lung Transplant Infection
763,NCT05960383,2024-11-01,Molecular Diagnostic
764,NCT05960383,2024-11-01,Bacterial Infections
765,NCT05960383,2024-11-01,Pneumonia
766,NCT05960383,2024-11-01,Tracheobronchitis
767,NCT02615691,2024-10-31,Hemophilia A
768,NCT03332017,2024-10-31,Relapsed/Refractory Follicular Non-Hodgkin Lymphoma
769,NCT03693287,2024-10-31,"Infant,Premature"
770,NCT03693287,2024-10-31,Parenteral Nutrition
771,NCT03693287,2024-10-31,Growth
772,NCT04466891,2024-10-31,HER2-amplified Biliary Tract Cancers
773,NCT04965675,2024-10-31,Chronic Migraine in Children
774,NCT05644782,2024-10-31,Psoriasis
775,NCT05644782,2024-10-31,Gluten Sensitivity
776,NCT05774912,2024-10-31,Growth Charts
777,NCT05897320,2024-10-31,Episodic Migraine
778,NCT05947903,2024-10-31,Cancer
779,NCT05947903,2024-10-31,Survivorship
780,NCT05947903,2024-10-31,Palliative Care
781,NCT06153810,2024-10-31,Sleep Bruxism
782,NCT03377491,2024-10-30,Pancreas Adenocarcinoma
783,NCT03467373,2024-10-30,B-Cell Lymphoma
784,NCT03467373,2024-10-30,Non-Hodgkin Lymphoma
785,NCT05495477,2024-10-30,Respiratory Failure
786,NCT05495477,2024-10-30,Sedation
787,NCT05495477,2024-10-30,Mechanical Ventilation Complication
788,NCT05730114,2024-10-30,Cardiac Arrest
789,NCT05730114,2024-10-30,Myocardial Infarction
790,NCT05730114,2024-10-30,Extracorporeal Membrane Oxygenation
791,NCT05730114,2024-10-30,Platelet Dysfunction
792,NCT04472429,2024-10-27,Squamous Cell Carcinoma of the Anal Canal
793,NCT05161481,2024-10-24,"Hypertension, Portal"
794,NCT05915026,2024-10-23,Contrast Enhancement in Magnetic Resonance Imaging
795,NCT05915026,2024-10-23,Children
796,NCT04255433,2024-10-17,Type 2 Diabetes Mellitus
797,NCT04730999,2024-10-17,Small Cell Lung Cancer
798,NCT00324805,2024-10-16,Stage IB Lung Non-Small Cell Carcinoma AJCC v7
799,NCT00324805,2024-10-16,Stage IIA Lung Non-Small Cell Carcinoma AJCC v7
800,NCT00324805,2024-10-16,Stage IIB Lung Non-Small Cell Carcinoma AJCC v7
801,NCT00324805,2024-10-16,Stage IIIA Lung Non-Small Cell Cancer AJCC v7
802,NCT04259944,2024-10-15,Colon Cancer
803,NCT04592874,2024-10-15,Alzheimer Disease
804,NCT06121726,2024-10-13,Hernia Inguinal
805,NCT06121726,2024-10-13,Pain Postoperative
806,NCT06121726,2024-10-13,Regional Anesthesia
807,NCT04793919,2024-10-10,Acute Promyelocytic Leukemia
808,NCT03517449,2024-10-07,Endometrial Neoplasms
809,NCT05687916,2024-10-05,Narcolepsy Type 2
810,NCT04119804,2024-10-02,Hip Prosthesis Infection
811,NCT04665843,2024-10-02,Squamous Cell Carcinoma of Head and Neck
812,ISRCTN15190285,2024-10-01,Developmental dyslexia
813,NCT02503423,2024-10-01,Solid Tumors
814,NCT02503423,2024-10-01,Lymphoma
815,NCT02954094,2024-10-01,Hepatocellular Cancer
816,NCT03197142,2024-10-01,Out-Of-Hospital Cardiac Arrest
817,NCT03250338,2024-10-01,Relapsed/Refractory Acute Myeloid Leukemia With FLT3 Activating Mutations
818,NCT04520087,2024-10-01,Anterior Shoulder Dislocation
819,NCT04520087,2024-10-01,Bone Defects
820,NCT04520087,2024-10-01,Shoulder Instability
821,NCT04526106,2024-10-01,FGFR2 Amplification
822,NCT04526106,2024-10-01,FGFR2 Gene Mutation
823,NCT04526106,2024-10-01,FGFR2 Gene Fusion/Rearrangement
824,NCT04526106,2024-10-01,FGFR2 Gene Translocation
825,NCT04526106,2024-10-01,FGFR2 Gene Activation
826,NCT04526106,2024-10-01,Intrahepatic Cholangiocarcinoma
827,NCT04526106,2024-10-01,Cholangiocarcinoma
828,NCT04526106,2024-10-01,"Other Solid Tumors, Adult"
829,NCT04526691,2024-10-01,Advanced or Metastatic NSCLC
830,NCT04698213,2024-10-01,Renal Carcinoma Metastatic
831,NCT04937998,2024-10-01,Patellofemoral Osteoarthritis
832,NCT05162768,2024-10-01,Mitochondrial Myopathies
833,NCT05162768,2024-10-01,Mitochondrial Pathology
834,NCT05162768,2024-10-01,Mitochondrial DNA Mutation
835,NCT05162768,2024-10-01,Mitochondrial Diseases
836,NCT05162768,2024-10-01,Mitochondrial DNA Deletion
837,NCT05162768,2024-10-01,Mitochondrial DNA Depletion
838,NCT05162768,2024-10-01,Mitochondrial Metabolism Defect
839,NCT05162768,2024-10-01,Mitochondrial Complex I Deficiency
840,NCT05171049,2024-10-01,Venous Thromboembolism
841,NCT05171049,2024-10-01,Deep Venous Thrombosis
842,NCT05171049,2024-10-01,Pulmonary Embolism
843,NCT05254990,2024-10-01,Infectious Pneumonia
844,NCT05254990,2024-10-01,Severe COVID-19
845,NCT05583461,2024-10-01,Acute Respiratory Distress Syndrome
846,NCT05583461,2024-10-01,Right Ventricular Dysfunction
847,NCT05585502,2024-10-01,Type 2 Diabetes Mellitus
848,NCT05637944,2024-10-01,Trauma Chest
849,NCT05936944,2024-10-01,Intensive Care Unit Delirium
850,NCT05936944,2024-10-01,Postoperative Delirium
851,NCT05936944,2024-10-01,Cardiac Surgery
852,NCT03417011,2024-09-30,Aortic Valve Stenosis
853,NCT04025879,2024-09-30,"Carcinoma, Non-Small-Cell Lung"
854,NCT04130191,2024-09-30,Hereditary Angioedema (HAE)
855,NCT04236609,2024-09-30,Diabetes
856,NCT04236609,2024-09-30,Coronary Artery Disease
857,NCT04236609,2024-09-30,Acute Coronary Syndrome
858,NCT04509700,2024-09-30,B-Cell Malignancies
859,NCT04569032,2024-09-30,Peripheral T-cell Lymphoma
860,NCT04769895,2024-09-30,Acute Graft Versus Host Disease in Intestine
861,NCT04769895,2024-09-30,Steroid Refractory GVHD
862,NCT05075187,2024-09-30,Frontotemporal Dementia
863,NCT05299437,2024-09-30,Metastatic Differentiated Thyroid Cancer
864,NCT05659017,2024-09-30,Hyperferritinemia
865,NCT05756621,2024-09-30,Status Epilepticus
866,NCT05756621,2024-09-30,Cardiac Arrest
867,NCT05859854,2024-09-30,Epilepsy
868,NCT05859854,2024-09-30,Focal-Onset Seizure
869,NCT05859854,2024-09-30,Neurological Disorder
870,NCT05893823,2024-09-30,Hip Impingement Syndrome
871,NCT05893823,2024-09-30,Prosthetic Complication
872,NCT05998837,2024-09-30,Chronic Kidney Disease
873,NCT05998837,2024-09-30,"Diabetes Mellitus, Type 2"
874,NCT05998837,2024-09-30,Hypertension
